src,dst,type
evs2020,ubaldomacu,reply
hugogut65760873,barevalodeleon,mention
hugogut65760873,royalvaradogt,mention
hugogut65760873,royalvaradogt,reply
cristianvaldez5,barevalodeleon,mention
cristianvaldez5,cacifguatemala,mention
cristianvaldez5,vichoguate,mention
cristianvaldez5,vichoguate,reply
darwinboanerges,barevalodeleon,mention
darwinboanerges,guatemalagob,mention
darwinboanerges,guatemalagob,reply
ak94901,barevalodeleon,mention
ak94901,drgiammattei,mention
ak94901,jimmymoralesgt,mention
ak94901,ottoperezmolina,mention
ak94901,uclcgt,mention
ak94901,vicentecarrera_,mention
ak94901,vicentecarrera_,reply
joa00gonzalez,barevalodeleon,mention
joa00gonzalez,f4c4745470d54da,mention
joa00gonzalez,mpguatemala,mention
joa00gonzalez,santipalomov,mention
joa00gonzalez,ubaldomacu,mention
joa00gonzalez,f4c4745470d54da,reply
angeldaemonn,barevalodeleon,mention
angeldaemonn,drgiammattei,mention
angeldaemonn,jimmymoralesgt,mention
angeldaemonn,ottoperezmolina,mention
angeldaemonn,uclcgt,mention
angeldaemonn,vicentecarrera_,mention
angeldaemonn,vicentecarrera_,reply
lawelfs,barevalodeleon,mention
lawelfs,guatemalagob,mention
lawelfs,guatemalagob,reply
lawelfs,barevalodeleon,mention
lawelfs,dimb502,mention
lawelfs,guatemalagob,mention
lawelfs,dimb502,reply
meme_punisher,aztecanoticiagt,mention
meme_punisher,barevalodeleon,mention
donfifas57,barevalodeleon,mention
donfifas57,guatemalagob,mention
donfifas57,ubaldomacu,mention
donfifas57,ubaldomacu,reply
carloso75480433,barevalodeleon,mention
carloso75480433,benitoc67601310,mention
carloso75480433,felixsinexcusas,mention
carloso75480433,guatemalagob,mention
carloso75480433,rafaelae1967,mention
carloso75480433,benitoc67601310,reply
juaneshrrnande1,barevalodeleon,mention
juaneshrrnande1,drgiammattei,mention
juaneshrrnande1,jimmymoralesgt,mention
juaneshrrnande1,ottoperezmolina,mention
juaneshrrnande1,uclcgt,mention
juaneshrrnande1,vicentecarrera_,mention
juaneshrrnande1,vicentecarrera_,reply
vequedeahuevo,barevalodeleon,mention
vequedeahuevo,mpguatemala,mention
vequedeahuevo,santipalomov,mention
vequedeahuevo,ubaldomacu,mention
vequedeahuevo,ubaldomacu,reply
luisfer69519697,barevalodeleon,mention
luisfer69519697,barevalodeleon,reply
sharongt8,barevalodeleon,mention
sharongt8,mingobguate,mention
sharongt8,minsaludguate,mention
anti_chairosgt,barevalodeleon,mention
anti_chairosgt,guatemalagob,mention
anti_chairosgt,guatemalagob,reply
guillej_r,barevalodeleon,mention
guillej_r,myeyes_adoredu,mention
guillej_r,myeyes_adoredu,reply
alexdel92022343,agn_noticias,mention
alexdel92022343,diariodeca,mention
alexdel92022343,fjimenezmingob,mention
alexdel92022343,guatemalagob,mention
alexdel92022343,mingobguate,mention
alexdel92022343,piero_coen,mention
alexdel92022343,pncdeguatemala,mention
alexdel92022343,radio_tgw,mention
alexdel92022343,traficogt,mention
alexdel92022343,piero_coen,reply
car_pin_,aliaslajose,mention
car_pin_,barevalodeleon,mention
car_pin_,chatagira,mention
car_pin_,fjimenezmingob,mention
car_pin_,santipalomov,mention
car_pin_,aliaslajose,reply
karen_sant35047,_spguatemala,mention
karen_sant35047,barevalodeleon,mention
karen_sant35047,diariodeca,mention
karen_sant35047,dtransitopnc,mention
karen_sant35047,fjimenezmingob,mention
karen_sant35047,guatemalagob,mention
karen_sant35047,mingobguate,mention
karen_sant35047,pncdeguatemala,mention
karen_sant35047,samemerz68789,mention
karen_sant35047,samemerz68789,reply
karen_sant35047,_spguatemala,mention
karen_sant35047,barevalodeleon,mention
karen_sant35047,diariodeca,mention
karen_sant35047,dtransitopnc,mention
karen_sant35047,fjimenezmingob,mention
karen_sant35047,guatemalagob,mention
karen_sant35047,mingobguate,mention
karen_sant35047,pncdeguatemala,mention
karen_sant35047,samemerz68789,mention
karen_sant35047,samemerz68789,reply
filosorex,barevalodeleon,mention
filosorex,mpguatemala,mention
filosorex,santipalomov,mention
filosorex,ubaldomacu,mention
filosorex,ubaldomacu,reply
badcuben,barevalodeleon,mention
badcuben,chatagira,mention
badcuben,cncguatemala,mention
badcuben,guatemalagob,mention
badcuben,uclcgt,mention
badcuben,vicentecarrera_,mention
badcuben,vicentecarrera_,reply
badcuben,barevalodeleon,mention
badcuben,chatagira,mention
badcuben,cncguatemala,mention
badcuben,guatemalagob,mention
badcuben,uclcgt,mention
badcuben,vicentecarrera_,mention
badcuben,badcuben,reply
papaabumario,barevalodeleon,mention
papaabumario,drgiammattei,mention
papaabumario,jimmymoralesgt,mention
papaabumario,orientesoy,mention
papaabumario,ottoperezmolina,mention
papaabumario,uclcgt,mention
papaabumario,vicentecarrera_,mention
papaabumario,vicentecarrera_,reply
papaabumario,barevalodeleon,mention
papaabumario,mingobguate,mention
papaabumario,sharongt8,mention
papaabumario,sharongt8,reply
libertopolis,barevalodeleon,mention
byrea10,barevalodeleon,mention
byrea10,guatemalagob,mention
byrea10,guatemalagob,reply
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,mpguatemala,mention
elrevoltijogt,ricigt1,mention
elrevoltijogt,tseguatemala,mention
elrevoltijogt,ricigt1,reply
lalpireze,barevalodeleon,mention
lalpireze,mingobguate,mention
lalpireze,sharongt8,mention
lalpireze,sharongt8,reply
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,mpguatemala,mention
elrevoltijogt,tseguatemala,mention
patolopez420,barevalodeleon,mention
patolopez420,marcoanmo72,mention
patolopez420,mpguatemala,mention
patolopez420,santipalomov,mention
patolopez420,ubaldomacu,mention
patolopez420,marcoanmo72,reply
corvaxcorvax,barevalodeleon,mention
corvaxcorvax,guatemalagob,mention
corvaxcorvax,guatemalagob,reply
chuza_andrea,barevalodeleon,mention
chuza_andrea,drgiammattei,mention
chuza_andrea,jimmymoralesgt,mention
chuza_andrea,ottoperezmolina,mention
chuza_andrea,uclcgt,mention
chuza_andrea,vicentecarrera_,mention
chuza_andrea,vicentecarrera_,reply
adrian1771620,barevalodeleon,mention
adrian1771620,guatemalagob,mention
adrian1771620,guatemalagob,reply
robert_orosco91,barevalodeleon,mention
robert_orosco91,drgiammattei,mention
robert_orosco91,jimmymoralesgt,mention
robert_orosco91,ottoperezmolina,mention
robert_orosco91,uclcgt,mention
robert_orosco91,vicentecarrera_,mention
robert_orosco91,vicentecarrera_,reply
botit0,barevalodeleon,mention
botit0,mpguatemala,mention
botit0,santipalomov,mention
botit0,ubaldomacu,mention
botit0,ubaldomacu,reply
fpgabriel1,barevalodeleon,mention
fpgabriel1,mpguatemala,mention
fpgabriel1,santipalomov,mention
fpgabriel1,ubaldomacu,mention
fpgabriel1,ubaldomacu,reply
chiltepegt,barevalodeleon,mention
chiltepegt,mpguatemala,mention
chiltepegt,roceguill_rg15,mention
chiltepegt,santipalomov,mention
chiltepegt,ubaldomacu,mention
chiltepegt,roceguill_rg15,reply
markisio12,barevalodeleon,mention
markisio12,mpguatemala,mention
markisio12,santipalomov,mention
markisio12,ubaldomacu,mention
markisio12,ubaldomacu,reply
labichotafacha,barevalodeleon,mention
labichotafacha,santipalomov,mention
labichotafacha,santipalomov,reply
oemc311,barevalodeleon,mention
oemc311,guatemalagob,mention
oemc311,guatemalagob,reply
vctormende2432,barevalodeleon,mention
vctormende2432,diariodeca,mention
vctormende2432,barevalodeleon,reply
guillen_ge20243,barevalodeleon,mention
guillen_ge20243,ubaldomacu,mention
guillen_ge20243,ubaldomacu,reply
minfingt,barevalodeleon,mention
minfingt,guatemalagob,mention
minfingt,jmenkos,mention
gersongudielcas,barevalodeleon,mention
sawlito1,barevalodeleon,mention
sawlito1,guatemalagob,mention
sawlito1,guatemalagob,reply
tacuazin14,barevalodeleon,mention
tacuazin14,el_periodico,mention
tacuazin14,josedelapena,mention
tacuazin14,julioflores_r,mention
tacuazin14,karinherreravp,mention
tacuazin14,mpguatemala,mention
tacuazin14,puertonews24,mention
tacuazin14,santipalomov,mention
tacuazin14,puertonews24,reply
ubaldomacu,barevalodeleon,mention
ubaldomacu,mpguatemala,mention
ubaldomacu,santipalomov,mention
aljimeneze,barevalodeleon,mention
aljimeneze,mpguatemala,mention
aljimeneze,santipalomov,mention
aljimeneze,ubaldomacu,mention
aljimeneze,ubaldomacu,reply
fresa2222,barevalodeleon,mention
fresa2222,mpguatemala,mention
fresa2222,santipalomov,mention
fresa2222,ubaldomacu,mention
fresa2222,ubaldomacu,reply
fpgabriel1,barevalodeleon,mention
fpgabriel1,benitoc67601310,mention
fpgabriel1,santipalomov,mention
fpgabriel1,benitoc67601310,reply
concepcinagui15,barevalodeleon,mention
concepcinagui15,gersongudielcas,mention
concepcinagui15,gersongudielcas,reply
josecif33982901,barevalodeleon,mention
josecif33982901,guatemalagob,mention
josecif33982901,guatemalagob,reply
josecif33982901,barevalodeleon,mention
josecif33982901,guatemalagob,mention
josecif33982901,guatemalagob,reply
josecif33982901,barevalodeleon,mention
josecif33982901,guatemalagob,mention
josecif33982901,guatemalagob,reply
comunicaverte_,barevalodeleon,mention
comunicaverte_,gersongudielcas,mention
comunicaverte_,gersongudielcas,reply
pfacticos,barevalodeleon,mention
pfacticos,guatemalagob,mention
pfacticos,guatemalagob,reply
esequielmo90988,barevalodeleon,mention
esequielmo90988,guatemalagob,mention
esequielmo90988,guatemalagob,reply
gatina777,barevalodeleon,mention
gatina777,guatemalagob,mention
gatina777,rojitarodas,mention
gatina777,guatemalagob,reply
mendozarendy,barevalodeleon,mention
mendozarendy,guatemalagob,mention
mendozarendy,guatemalagob,reply
arriola_cl95191,barevalodeleon,mention
arriola_cl95191,mpguatemala,mention
arriola_cl95191,santipalomov,mention
arriola_cl95191,ubaldomacu,mention
arriola_cl95191,ubaldomacu,reply
karlademoller,barevalodeleon,mention
karlademoller,chatagira,mention
karlademoller,cncguatemala,mention
karlademoller,guatemalagob,mention
karlademoller,uclcgt,mention
karlademoller,vicentecarrera_,mention
karlademoller,vicentecarrera_,reply
samemerz68789,_spguatemala,mention
samemerz68789,barevalodeleon,mention
samemerz68789,diariodeca,mention
samemerz68789,dtransitopnc,mention
samemerz68789,fjimenezmingob,mention
samemerz68789,guatemalagob,mention
samemerz68789,karen_sant35047,mention
samemerz68789,mingobguate,mention
samemerz68789,pncdeguatemala,mention
samemerz68789,karen_sant35047,reply
joshmizrahim,barevalodeleon,mention
joshmizrahim,mpguatemala,mention
joshmizrahim,santipalomov,mention
joshmizrahim,ubaldomacu,mention
joshmizrahim,ubaldomacu,reply
luismay19871207,barevalodeleon,mention
luismay19871207,ubaldomacu,mention
luismay19871207,ubaldomacu,reply
oscarme75823402,barevalodeleon,mention
oscarme75823402,guatemalagob,mention
oscarme75823402,guatemalagob,reply
sonicalm,barevalodeleon,mention
henrytello13,barevalodeleon,mention
henrytello13,guatemalagob,mention
henrytello13,guatemalagob,reply
juan149036,barevalodeleon,mention
juan149036,guatemalagob,mention
juan149036,guatemalagob,reply
silvia_b2023,barevalodeleon,mention
marvinic,barevalodeleon,mention
marvinic,drgiammattei,mention
marvinic,jimmymoralesgt,mention
marvinic,ottoperezmolina,mention
marvinic,uclcgt,mention
marvinic,vicentecarrera_,mention
marvinic,vicentecarrera_,reply
relajerototal,barevalodeleon,mention
relajerototal,mpguatemala,mention
relajerototal,santipalomov,mention
relajerototal,ubaldomacu,mention
relajerototal,ubaldomacu,reply
sunflowerbabe91,barevalodeleon,mention
sunflowerbabe91,chatagira,mention
sunflowerbabe91,cncguatemala,mention
sunflowerbabe91,guatemalagob,mention
sunflowerbabe91,uclcgt,mention
sunflowerbabe91,vicentecarrera_,mention
sunflowerbabe91,vicentecarrera_,reply
borrayooli68058,barevalodeleon,mention
borrayooli68058,drgiammattei,mention
borrayooli68058,jimmymoralesgt,mention
borrayooli68058,ottoperezmolina,mention
borrayooli68058,uclcgt,mention
borrayooli68058,vicentecarrera_,mention
borrayooli68058,vicentecarrera_,reply
adrian1771620,barevalodeleon,mention
adrian1771620,mpguatemala,mention
adrian1771620,santipalomov,mention
adrian1771620,ubaldomacu,mention
adrian1771620,ubaldomacu,reply
salquevedo,barevalodeleon,mention
salquevedo,eudeportes,mention
salquevedo,guatemalagob,mention
salquevedo,guatemalagob,reply
machl1804,barevalodeleon,mention
machl1804,guatemalagob,mention
machl1804,guatemalagob,reply
heraldodomingo2,barevalodeleon,mention
heraldodomingo2,drgiammattei,mention
heraldodomingo2,jimmymoralesgt,mention
heraldodomingo2,ottoperezmolina,mention
heraldodomingo2,uclcgt,mention
heraldodomingo2,vicentecarrera_,mention
heraldodomingo2,vicentecarrera_,reply
yaelmendez,barevalodeleon,mention
yaelmendez,drgiammattei,mention
yaelmendez,jimmymoralesgt,mention
yaelmendez,ottoperezmolina,mention
yaelmendez,uclcgt,mention
yaelmendez,vicentecarrera_,mention
yaelmendez,vicentecarrera_,reply
alex40_a,barevalodeleon,mention
alex40_a,ubaldomacu,mention
alex40_a,ubaldomacu,reply
alvaradoanaite,barevalodeleon,mention
alvaradoanaite,guatemalagob,mention
alvaradoanaite,guatemalagob,reply
marcoau53512627,agn_noticias,mention
marcoau53512627,barevalodeleon,mention
marcoau53512627,yulimunozgt,mention
marcoau53512627,yulimunozgt,reply
odiliacatalan,barevalodeleon,mention
odiliacatalan,mpguatemala,mention
odiliacatalan,rcocinera,mention
odiliacatalan,santipalomov,mention
odiliacatalan,ubaldomacu,mention
odiliacatalan,rcocinera,reply
chepechapin58,barevalodeleon,mention
chepechapin58,mpguatemala,mention
chepechapin58,santipalomov,mention
chepechapin58,ubaldomacu,mention
chepechapin58,ubaldomacu,reply
sgliss1,barevalodeleon,mention
sgliss1,f4c4745470d54da,mention
sgliss1,mpguatemala,mention
sgliss1,santipalomov,mention
sgliss1,ubaldomacu,mention
sgliss1,f4c4745470d54da,reply
claudiayan8074,barevalodeleon,mention
claudiayan8074,drgiammattei,mention
claudiayan8074,jimmymoralesgt,mention
claudiayan8074,ottoperezmolina,mention
claudiayan8074,uclcgt,mention
claudiayan8074,vicentecarrera_,mention
claudiayan8074,vicentecarrera_,reply
victorp95913830,avillagran502,mention
victorp95913830,barevalodeleon,mention
victorp95913830,bernardocaal2,mention
victorp95913830,covial_civ,mention
victorp95913830,foppaguate,mention
victorp95913830,jlfont001,mention
victorp95913830,jordanrodas,mention
victorp95913830,josmchacn2,mention
victorp95913830,jsandoval1982,mention
victorp95913830,marnguate,mention
victorp95913830,moratayayoel,mention
victorp95913830,oea_oficial,mention
victorp95913830,onumujeresgt,mention
victorp95913830,bernardocaal2,reply
mariosaqui1,barevalodeleon,mention
mariosaqui1,gersongudielcas,mention
mariosaqui1,gersongudielcas,reply
arbencista,barevalodeleon,mention
arbencista,guatemalagob,mention
arbencista,guatemalagob,reply
mendozarendy,_spguatemala,mention
mendozarendy,barevalodeleon,mention
mendozarendy,diariodeca,mention
mendozarendy,dtransitopnc,mention
mendozarendy,fjimenezmingob,mention
mendozarendy,guatemalagob,mention
mendozarendy,mingobguate,mention
mendozarendy,pncdeguatemala,mention
mendozarendy,fjimenezmingob,reply
raqu85549,barevalodeleon,mention
raqu85549,guatemalagob,mention
raqu85549,josecif33982901,mention
raqu85549,josecif33982901,reply
porquesi849468,barevalodeleon,mention
porquesi849468,barevalodeleon,reply
paulinavas13,barevalodeleon,mention
paulinavas13,mingobguate,mention
paulinavas13,sharongt8,mention
paulinavas13,sharongt8,reply
dulcefuent26861,barevalodeleon,mention
dulcefuent26861,guatemalagob,mention
dulcefuent26861,guatemalagob,reply
dulcefuent26861,barevalodeleon,mention
dulcefuent26861,elimarios_,mention
dulcefuent26861,elimarios_,reply
marcosl30828714,barevalodeleon,mention
marcosl30828714,guatemalagob,mention
marcosl30828714,guatemalagob,reply
saludybillete,barevalodeleon,mention
saludybillete,joaquinbarnoya,mention
saludybillete,minsaludguate,mention
marcosl30828714,barevalodeleon,mention
marcosl30828714,guatemalagob,mention
marcosl30828714,guatemalagob,reply
gutigu1979,barevalodeleon,mention
gutigu1979,mpguatemala,mention
gutigu1979,santipalomov,mention
gutigu1979,ubaldomacu,mention
gutigu1979,ubaldomacu,reply
juanchampas,barevalodeleon,mention
juanchampas,gersongudielcas,mention
juanchampas,gersongudielcas,reply
karlosgt60,barevalodeleon,mention
karlosgt60,guatemalagob,mention
karlosgt60,guatemalagob,reply
globalprintp,barevalodeleon,mention
globalprintp,drewzecena,mention
globalprintp,drewzecena,reply
enitolima03,barevalodeleon,mention
enitolima03,felixsinexcusas,mention
enitolima03,guatemalagob,mention
enitolima03,rafaelae1967,mention
enitolima03,rafaelae1967,reply
enitolima03,_newsgt,mention
enitolima03,barevalodeleon,mention
enitolima03,drgiammattei,mention
enitolima03,felixsinexcusas,mention
enitolima03,guatemalagob,mention
enitolima03,rafaelae1967,mention
enitolima03,rafaelae1967,reply
paquetecuetes_,barevalodeleon,mention
paquetecuetes_,guatemalagob,mention
paquetecuetes_,ubaldomacu,mention
paquetecuetes_,ubaldomacu,reply
enitolima03,__vadertg,mention
enitolima03,_newsgt,mention
enitolima03,bancadasemilla,mention
enitolima03,barevalodeleon,mention
enitolima03,drgiammattei,mention
enitolima03,felixsinexcusas,mention
enitolima03,guatemalagob,mention
enitolima03,mpguatemala,mention
enitolima03,rafaelae1967,mention
enitolima03,rafaelae1967,reply
oraliabarrios7,barevalodeleon,mention
oraliabarrios7,felixsinexcusas,mention
oraliabarrios7,guatemalagob,mention
oraliabarrios7,rafaelae1967,mention
oraliabarrios7,rafaelae1967,reply
paquetecuetes_,barevalodeleon,mention
paquetecuetes_,drewzecena,mention
paquetecuetes_,drewzecena,reply
josesolaresgt,barevalodeleon,mention
josesolaresgt,chairohater502,mention
josesolaresgt,expiacion_49,mention
josesolaresgt,expiacion_49,reply
patriciahxela,barevalodeleon,mention
patriciahxela,barevalodeleon,reply
rafaelcarrerra,proton,mention
rafaelcarrerra,tseguatemala,mention
geovanyc7,barevalodeleon,mention
geovanyc7,drgiammattei,mention
geovanyc7,jimmymoralesgt,mention
geovanyc7,ottoperezmolina,mention
geovanyc7,uclcgt,mention
geovanyc7,vicentecarrera_,mention
geovanyc7,vicentecarrera_,reply
rosales1tono,barevalodeleon,mention
rosales1tono,drewzecena,mention
rosales1tono,drewzecena,reply
pdrojuarez,barevalodeleon,mention
pdrojuarez,drgiammattei,mention
pdrojuarez,jimmymoralesgt,mention
pdrojuarez,ottoperezmolina,mention
pdrojuarez,uclcgt,mention
pdrojuarez,vicentecarrera_,mention
pdrojuarez,vicentecarrera_,reply
paquetecuetes_,barevalodeleon,mention
paquetecuetes_,drewzecena,mention
paquetecuetes_,paquetecuetes_,reply
jonatanan_21,barevalodeleon,mention
jonatanan_21,ubaldomacu,mention
jonatanan_21,ubaldomacu,reply
adollfo51,bancadasemilla,mention
adollfo51,barevalodeleon,mention
